Column1,Column2,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_yr0,amount_yr1,amount_yr2,amount_yr3,amount_yr4,id,first_gift_year,lapsed_amount,recovered_amount,lapsed_count,recovered_count,max_consec_giving_years,total_giving_years,amount_20132,amount_20143,amount_20154,amount_20165,amount_20176,count_2013,count_2014,count_2015,count_2016,count_2017,lapsed_amount_2013,lapsed_amount_2014,lapsed_amount_2015,lapsed_amount_2016,lapsed_amount_2017,upgraded_amount_2013,upgraded_amount_2014,upgraded_amount_2015,upgraded_amount_2016,upgraded_amount_2017,downgraded_amount_2013,downgraded_amount_2014,downgraded_amount_2015,downgraded_amount_2016,downgraded_amount_2017,amount_yr07,amount_yr18,amount_yr29,amount_yr310,amount_yr411,count_yr0,count_yr1,count_yr2,count_yr3,count_yr4,lapsed_amount_yr0,lapsed_amount_yr1,lapsed_amount_yr2,lapsed_amount_yr3,lapsed_amount_yr4,upgraded_amount_yr0,upgraded_amount_yr1,upgraded_amount_yr2,upgraded_amount_yr3,upgraded_amount_yr4,downgraded_amount_yr0,downgraded_amount_yr1,downgraded_amount_yr2,downgraded_amount_yr3,downgraded_amount_yr4,amount_01_2013,amount_02_2013,amount_03_2013,amount_04_2013,amount_05_2013,amount_06_2013,amount_07_2013,amount_08_2013,amount_09_2013,amount_10_2013,amount_11_2013,amount_12_2013,amount_01_2014,amount_02_2014,amount_03_2014,amount_04_2014,amount_05_2014,amount_06_2014,amount_07_2014,amount_08_2014,amount_09_2014,amount_10_2014,amount_11_2014,amount_12_2014,amount_01_2015,amount_02_2015,amount_03_2015,amount_04_2015,amount_05_2015,amount_06_2015,amount_07_2015,amount_08_2015,amount_09_2015,amount_10_2015,amount_11_2015,amount_12_2015,amount_01_2016,amount_02_2016,amount_03_2016,amount_04_2016,amount_05_2016,amount_06_2016,amount_07_2016,amount_08_2016,amount_09_2016,amount_10_2016,amount_11_2016,amount_12_2016,amount_01_2017,amount_02_2017,amount_03_2017,amount_04_2017,amount_05_2017,amount_06_2017,amount_07_2017,amount_08_2017,amount_09_2017,amount_10_2017,amount_11_2017,amount_12_2017,initial,first_gift,second_year,second_with_gap,multi_year,key_multi_year,recovered_multi_year,inconsistent_multi_year ,recovered_key_multi_year,lapsed_after_first,lapsed_after_first_long,lapsed_after_second,lapsed_multi_year,lapsed_long_multi_year,lapsed_key_multi_year,lapsed_long,Column12,,,,,,,,,,,
332139,lapsed_after_first,0,0,0,0,75000,75000,0,0,0,0,d50ad7fca5c6295281212188430f6f51,1/1/2017,75000,0,2,1,1,1,0,0,0,0,75000,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
964984,lapsed_long,5000,0,0,0,0,5000,0,0,0,0,72ac840919772ea36398a6b79f85212a,1/1/2013,5000,0,2,1,1,1,5000,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
454311,lapsed_long,0,1000,0,0,0,1000,0,0,0,0,f67c7e01c9f388827d06dd2528bd56c5,1/1/2014,1000,0,2,1,1,1,0,1000,0,0,0,0,1,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
34827,lapsed_key_multi_year,10000,116704,93912,72038,142791,10000,116704,93912,72038,142791,93875c8fc12974af38a249b4232915e7,1/1/2013,142791,0,6,5,5,5,10000,116704,93912,72038,142791,1,7,5,4,9,0,0,0,0,0,0,106704,0,0,70753,0,0,22792,21874,0,10000,116704,93912,72038,142791,1,7,5,4,9,0,0,0,0,0,0,106704,0,0,70753,0,0,22792,21874,0,0,0,0,0,0,0,0,0,0,0,0,10000,12000,0,30000,0,0,10000,0,20000,0,24904,0,19800,0,0,0,0,0,30000,0,0,25000,0,14886,24026,0,0,0,20000,0,0,0,39538,0,0,12500,0,0,0,25066,0,20977,20000,14500,0,22736,0,19878,19634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
1280996,lapsed_after_first_long,0,0,0,1000,0,1000,0,0,0,0,589e40d012b7df98489886196bcafdbb,1/1/2016,1000,0,2,1,1,1,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
1940184,lapsed_after_first,0,0,0,0,10000,10000,0,0,0,0,0ae4362aa0c60b3d825662631be286de,1/1/2017,10000,0,2,1,1,1,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
135815,key_multi_year,0,0,3800,1000,5300,3800,1000,5300,16762,0,3a93395261e7fe2af2526846cf71f58f,1/1/2015,0,0,4,4,4,4,0,0,3800,1000,5300,0,0,1,1,12,0,0,0,0,0,0,0,0,0,4300,0,0,0,2800,0,3800,1000,5300,16762,0,1,1,12,2,0,0,0,0,0,0,0,0,4300,11462,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,0,0,2200,0,1000,0,1100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1611463,lapsed_long,0,2500,0,0,0,2500,0,0,0,0,0d8555ef012b76dac71d464752538038,1/1/2014,2500,0,2,1,1,1,0,2500,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
1273884,lapsed_after_first_long,0,0,0,2500,0,2500,0,0,0,0,749f0ecc5eb9f07f0227741d8c2100dd,1/1/2016,2500,0,2,1,1,1,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
1380139,lapsed_long,0,0,19494,2500,0,19494,2500,0,0,0,8117c396bfc9820aa1cf846899d9f07f,1/1/2015,2500,0,3,2,2,2,0,0,19494,2500,0,0,0,1,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,16994,0,19494,2500,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19494,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
28663,lapsed_after_first,0,0,0,0,2500,2500,0,0,0,0,55f7fd29c7c98caa80cb5d77e4b5a36b,1/1/2017,2500,0,2,1,1,1,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
430136,lapsed_after_first,0,5000,0,0,17500,5000,0,0,17500,0,76bf154bc36de433255534ee8118e1a3,1/1/2014,22500,17500,4,2,1,2,0,5000,0,0,17500,0,1,0,0,3,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,17500,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
510083,lapsed_long,0,10000,0,0,0,10000,0,0,0,0,55967c8e001eeb0150f3362706b8ed9c,1/1/2014,10000,0,2,1,1,1,0,10000,0,0,0,0,2,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
1287128,lapsed_after_second,0,0,0,5000,5000,5000,5000,0,0,0,a5a8174874acfb44d193c74aac320e52,1/1/2016,5000,0,3,2,2,2,0,0,0,5000,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
967566,lapsed_long,0,2500,0,0,0,2500,0,0,0,0,7d1149f647257c46651d2bf5fd2f61df,1/1/2014,2500,0,2,1,1,1,0,2500,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
742559,first_gift,0,0,0,0,0,2780,0,0,0,0,e002983ed6afb0438802cb1794b4047c,1/1/2018,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
633450,lapsed_after_first,0,0,0,0,5000,5000,0,0,0,0,fc60693d35b70b0e631f66adb00a0c84,1/1/2017,5000,0,2,1,1,1,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
1625952,first_gift,0,0,0,0,0,1000,0,0,0,0,cd78878780b8c9283ff0d2aa782adfdf,1/1/2018,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
708460,lapsed_after_first,0,0,0,0,2500,2500,0,0,0,0,ff6fc51ced124e5591775e588b9cb1ef,1/1/2017,2500,0,2,1,1,1,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
1871644,lapsed_long,2500,0,0,0,0,2500,0,0,0,0,068874dfd22f7d9bb93accd3075311e8,1/1/2013,2500,0,2,1,1,1,2500,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
634511,lapsed_long,0,0,10000,0,0,10000,0,0,0,0,502096d259e3e76ed6120f26307d0334,1/1/2015,10000,0,2,1,1,1,0,0,10000,0,0,0,0,1,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
1659547,lapsed_long,10000,0,0,0,0,10000,0,0,0,0,31799929602cd4edaa211744ccfb5eab,1/1/2013,10000,0,2,1,1,1,10000,0,0,0,0,1,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
1546495,lapsed_after_first,0,0,0,0,2500,2500,0,0,0,0,5c96b1b4af55167a87dd2106a9bb5572,1/1/2017,2500,0,2,1,1,1,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
819930,second_year,0,0,0,0,1500,1500,2500,0,0,0,af9e11227de6dad5c61842785419fc8a,1/1/2017,0,0,2,2,2,2,0,0,0,0,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,2500,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
794411,lapsed_after_first_long,0,0,0,500,0,500,0,0,0,0,38cfb04477df913cb42aaf35af4f9e0f,1/1/2016,500,0,2,1,1,1,0,0,0,500,0,0,0,0,1,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
401227,lapsed_key_multi_year,15805,12074,59255,47031,63364,15805,12074,59255,47031,63364,341ac7fa4907a8d2f424343538f0605d,1/1/2013,63364,0,6,5,5,5,15805,12074,59255,47031,63364,1,1,3,5,5,0,0,0,0,0,0,0,47181,0,16333,0,3731,0,12224,0,15805,12074,59255,47031,63364,1,1,3,5,5,0,0,0,0,0,0,0,47181,0,16333,0,3731,0,12224,0,0,0,0,15805,0,0,0,0,0,0,0,0,12074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35686,0,0,23569,0,0,0,0,0,0,0,0,0,0,42501,4530,0,0,36641,0,0,0,0,0,0,0,0,26723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
16389,lapsed_long_multi_year,0,129700,114927,49703,0,129700,114927,49703,0,0,1bb34a493ab2db03c94cc6b9de0a10d1,1/1/2014,49703,0,4,3,3,3,0,129700,114927,49703,0,0,2,16,5,0,0,0,0,0,49703,0,0,0,0,0,0,0,14773,65224,0,129700,114927,49703,0,0,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14773,65224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129700,0,0,114927,0,0,0,0,0,0,0,0,0,0,0,0,49703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
1156550,lapsed_long,0,0,20000,0,0,20000,0,0,0,0,e851533d127e94eeb46be404e55ee442,1/1/2015,20000,0,2,1,1,1,0,0,20000,0,0,0,0,2,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
1465187,lapsed_long,0,0,5000,0,0,5000,0,0,0,0,5136a21b9bf85d12af8e2e2391233bca,1/1/2015,5000,0,2,1,1,1,0,0,5000,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
210030,lapsed_multi_year,2500,0,10000,0,10000,2500,0,10000,0,10000,26920c32d118d85af4b2cb19daf1a224,1/1/2013,22500,20000,6,3,1,3,2500,0,10000,0,10000,1,0,2,0,1,0,2500,0,10000,0,0,0,0,0,0,0,0,0,0,0,2500,0,10000,0,10000,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
1024696,lapsed_long,0,0,7500,0,0,7500,0,0,0,0,296abdbe645d4a8753451e8499682fde,1/1/2015,7500,0,2,1,1,1,0,0,7500,0,0,0,0,1,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
1030893,lapsed_long,0,0,3000,0,0,3000,0,0,0,0,f0537fac2a0f574589b29e612898abf9,1/1/2015,3000,0,2,1,1,1,0,0,3000,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
121262,second_year,0,0,0,0,1500,1500,5000,0,0,0,0a9e092ef192b3fa0a550146fb3f6b42,1/1/2017,0,0,2,2,2,2,0,0,0,0,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
523795,lapsed_long,0,5000,0,0,0,5000,0,0,0,0,bec98992dd60e80013eda9eaca223f86,1/1/2014,5000,0,2,1,1,1,0,5000,0,0,0,0,2,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
185285,second_year,0,0,0,0,34000,34000,128,0,0,0,0041da08314eaf601d7b2f3725ee401d,1/1/2017,0,0,2,2,2,2,0,0,0,0,34000,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,128,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23872,10128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
185908,lapsed_long,0,2000,0,0,0,2000,0,0,0,0,c4b5d89e9322f0aa7a4f698663fe9eab,1/1/2014,2000,0,2,1,1,1,0,2000,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
